DATAFLOW,FREQ,CLIMATE_CHANGE_INDICATORS,GEO_PICT,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,ERROR_TYPE,ERROR_VAL,REPORTING_TYPE,OBS_COMMENT
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2006,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2007,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2008,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2009,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2010,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2011,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2012,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2013,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2014,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2015,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2016,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2017,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2018,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2019,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2020,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2021,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2022,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,MP,2023,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2000,69.3,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2001,73.6,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2002,79.8,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2003,81.3,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2004,78.9,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2005,76.4,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2006,75.8,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2007,75.8,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2008,76,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2009,76,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2010,76.1,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2011,78.6,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2012,78.7,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2013,78.4,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2014,75.1,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2015,74.6,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2016,70.8,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2017,80.4,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2018,80.8,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2019,80.8,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2020,80.8,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2021,82.7,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2022,82.8,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,POWER_GEN,MH,2023,82.9,,GWH,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1962,1,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1963,1,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1964,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1965,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1966,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1967,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1968,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1969,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1970,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1971,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1972,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1973,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1974,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1975,4,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1976,5,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1977,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1978,7,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1979,9,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1980,9,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1981,9,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1982,10,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1983,10,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1984,12,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1985,13,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1986,13,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1987,14,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1988,15,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1989,17,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1990,21,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1991,23,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1992,24,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1993,25,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1994,25,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1995,26,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1996,26,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1997,26,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1998,26,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,1999,27,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2000,28,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2001,28,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2002,28,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2003,29,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2004,29,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2005,30,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2006,33,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2007,34,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2008,38,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2009,39,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2010,41,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2011,43,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2012,48,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2013,50,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2014,51,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2015,51,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2016,56,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2017,57,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2018,58,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2019,59,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2020,59,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2021,60,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2022,60,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2023,62,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2024,62,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2025,63,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,FISH_MNGT_MULT_BILAT_ARGMT,CK,2026,63,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,1993,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,1994,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,1995,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,1996,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,1997,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,1998,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,1999,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2000,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2001,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2002,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2003,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2004,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2005,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2006,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2007,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2008,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2009,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2010,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2011,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2012,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2013,0,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2014,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2015,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2016,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2017,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2018,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2019,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2020,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2021,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2022,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,SEA_LVL,PF,2023,0.1,,METER,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1951,1,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1952,1,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1953,1,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1954,1,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1955,1,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1956,1,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1957,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1958,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1959,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1960,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1961,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1962,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1963,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1964,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1965,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1966,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1967,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1968,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1969,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1970,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1971,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1972,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1973,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1974,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1975,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1976,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1977,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1978,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1979,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1980,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1981,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1982,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1983,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1984,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1985,3,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1986,4,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1987,4,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1988,4,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1989,4,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1990,4,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1991,4,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1992,4,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1993,4,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1994,4,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1995,4,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1996,5,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1997,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1998,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,1999,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2000,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2001,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2002,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2003,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2004,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2005,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2006,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2007,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2008,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2009,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2010,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2011,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2012,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2013,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2014,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2015,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2016,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2017,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2018,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2019,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2020,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2021,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2022,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2023,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2024,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2025,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,PG,2026,6,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1946,1,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1947,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1948,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1949,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1950,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1951,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1952,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1953,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1954,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1955,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1956,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1957,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1958,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1959,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1960,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1961,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1962,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1963,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1964,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1965,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1966,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1967,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1968,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1969,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1970,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1971,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1972,2,,N,,,N,
SPC:DF_CLIMATE_CHANGE(1.0),A,METEO_MONITOR_NET,KI,1973,2,,N,,,N,
